notebook,family,stage,model,artifact_path,prediction_path,rmse,mae,r2,warnings
03_tree_ensembles,Arvores,regression,Random Forest Regressor,ml/artifacts/two_stage/03_tree_ensembles_random_forest_regressor_regressor.pkl,ml/artifacts/two_stage/metrics/03_tree_ensembles_random_forest_regressor_regression_predictions.csv,91.799715471871,12.161769748928354,0.8308295911344244,
03_tree_ensembles,Arvores,regression,XGBoost Regressor,ml/artifacts/two_stage/03_tree_ensembles_xgboost_regressor_regressor.pkl,ml/artifacts/two_stage/metrics/03_tree_ensembles_xgboost_regressor_regression_predictions.csv,84.36932268926955,11.155199571946648,0.8571070329886517,
03_tree_ensembles,Arvores,regression,Gradient Boosting Regressor,ml/artifacts/two_stage/03_tree_ensembles_gradient_boosting_regressor_regressor.pkl,ml/artifacts/two_stage/metrics/03_tree_ensembles_gradient_boosting_regressor_regression_predictions.csv,70.96078711084199,10.884256193218386,0.8989168942695872,
