notebook,family,stage,model,artifact_path,prediction_path,f1_score,precision,recall,accuracy,roc_auc,warnings
01_knn,Distancia,classification,KNN Classifier,ml/artifacts/two_stage/01_knn_knn_classifier_classifier.pkl,ml/artifacts/two_stage/metrics/01_knn_knn_classifier_classification_predictions.csv,0.8698630136986302,0.8847371754274858,0.8554807103490508,0.9402430307362402,0.962208202101701,
01_knn,Distancia,classification,XGBoost Classifier,ml/artifacts/two_stage/01_knn_xgboost_classifier_classifier.pkl,ml/artifacts/two_stage/metrics/01_knn_xgboost_classifier_classification_predictions.csv,0.9478758662247665,0.9329774614472124,0.9632578077158603,0.9752680486061472,0.996240697676809,
01_knn,Distancia,classification,Gradient Boosting Classifier,ml/artifacts/two_stage/01_knn_gradient_boosting_classifier_classifier.pkl,ml/artifacts/two_stage/metrics/01_knn_gradient_boosting_classifier_classification_predictions.csv,0.95551492992078,0.9508793208004851,0.9601959583588487,0.9791279485346677,0.9963549602759023,
